Annotation_source,taxa,Kingdom,Phylum,Class,Order,Family,Genus,Species,Animal_pathogen,Plant_pathogen,pathogen_type
gtdb_bac_meta-ncbi_taxonomy,Mycoplasma felis,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasmopsis,Mycoplasma felis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Methylorubrum zatmanii,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylorubrum,Methylorubrum zatmanii,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Dechloromonas sp. HYN0024,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ferribacterium,Dechloromonas sp. HYN0024,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Enterobacter cloacae complex sp. ECNIH7,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter cloacae complex sp. ECNIH7,NA,NA,NA
microbe-directory,Bacillus atrophaeus,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus atrophaeus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Euzebya sp. DY32-46,Bacteria,Actinobacteria,Actinobacteria,Euzebyales,Euzebyaceae,Euzebya,Euzebya sp. DY32-46,NA,NA,NA
microbe-directory,Desulfovibrio magneticus,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio magneticus,0,0,NA
microbe-directory,Caulobacter segnis,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter segnis,0,0,NA
microbe-directory,Thermovirga lienii,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Thermovirga,Thermovirga lienii,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Thermotoga sp. RQ7,Bacteria,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotoga,Thermotoga sp. RQ7,NA,NA,NA
microbe-directory,Legionella pneumophila,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella pneumophila,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Arcanobacterium phocae,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Actinomycetaceae,Arcanobacterium,Arcanobacterium phocae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Mycoplasma bovoculi,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma bovoculi,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Streptomyces fodineus,Bacteria,Actinobacteria,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces fodineus,NA,NA,NA
gtdb_bac_meta-lsu_silva_23s_taxonomy,Serratia sp. YD25,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sp. YD25,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Xanthomonas hyacinthi,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,Xanthomonas hyacinthi,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Cardinium endosymbiont of Sogatella furcifera,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Amoebophilaceae,Candidatus Cardinium,Cardinium endosymbiont of Sogatella furcifera,NA,NA,NA
microbe-directory,Treponema denticola,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,Treponema denticola,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Candidatus Nanopelagicus hibericus,Bacteria,Actinobacteria,Actinomycetia,Candidatus Nanopelagicales,Candidatus Nanopelagicaceae,Candidatus Nanopelagicus,Candidatus Nanopelagicus hibericus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Porphyrobacter neustonensis,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,Porphyrobacter neustonensis,NA,NA,NA
microbe-directory,Providencia rustigianii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia rustigianii,0,0,NA
microbe-directory,Sinorhizobium meliloti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium meliloti,0,0,NA
microbe-directory,Bacillus licheniformis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus licheniformis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Wolbachia endosymbiont of Folsomia candida,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,Wolbachia endosymbiont of Folsomia candida,NA,NA,NA
microbe-directory,Streptococcus iniae,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus iniae,1,NA,1
gtdb_bac_meta-ncbi_taxonomy,Pseudomonas prosekii,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas prosekii,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Romboutsia hominis,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptostreptococcaceae,Romboutsia,Romboutsia hominis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Marisediminicola antarctica,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Marisediminicola,Marisediminicola antarctica,NA,NA,NA
microbe-directory,Brucella microti,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Brucella,Brucella microti,1,NA,1
gtdb_bac_meta-ncbi_taxonomy,Thermus caldilimi,Bacteria,Deinococcus Thermus,Deinococci,Thermales,Thermaceae,Thermus,Thermus caldilimi,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Photobacterium gaetbulicola,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium gaetbulicola,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Allokutzneria albata,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Allokutzneria,Allokutzneria albata,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Altererythrobacter atlanticus,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter atlanticus,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Lachnoclostridium phocaeense,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium phocaeense,NA,NA,NA
microbe-directory,Selenomonas ruminantium,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Selenomonas,Selenomonas ruminantium,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Pyrodictium delaneyi,Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,Pyrodictium delaneyi,NA,NA,NA
microbe-directory,Haloarcula hispanica,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Haloarcula,Haloarcula hispanica,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Anaerostipes rhamnosivorans,Bacteria,Firmicutes,Clostridia,Eubacteriales,Lachnospiraceae,Anaerostipes,Anaerostipes rhamnosivorans,NA,NA,NA
microbe-directory,Bacteroides cellulosilyticus,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides cellulosilyticus,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Desulfovibrio sp. G11,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio sp. G11,NA,NA,NA
microbe-directory,Rickettsia sibirica,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia sibirica,1,0,1
gtdb_ar_meta-ssu_silva_taxonomy,Thermococcus sp. 5-4,Archaea,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,Thermococcus sp. 5-4,NA,NA,NA
microbe-directory,Bacillus megaterium,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium,NA,NA,NA
microbe-directory,Acidiphilium multivorum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium multivorum,0,0,NA
microbe-directory,Halogeometricum borinquense,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Halobacteriaceae,Halogeometricum,Halogeometricum borinquense,0,0,NA
microbe-directory,Bacteroides fragilis,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,1,NA,1
gtdb_bac_meta-ncbi_taxonomy,Microbacterium sediminis,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium sediminis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Melittangium boletus,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Archangiaceae,Melittangium,Melittangium boletus,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Corynebacterium epidermidicanis,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium epidermidicanis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Zhongshania aliphaticivorans,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,Zhongshania,Zhongshania aliphaticivorans,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Methylobacterium durans,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacterium durans,NA,NA,NA
microbe-directory,Candidatus Tremblaya princeps,Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria noname,Betaproteobacteria noname,Candidatus Tremblaya,Candidatus Tremblaya princeps,NA,1,2
microbe-directory,Corynebacterium urealyticum,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Corynebacteriaceae,Corynebacterium,Corynebacterium urealyticum,0,0,NA
gtdb_bac_meta-ncbi_taxonomy,Paenibacillus xylanexedens,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus xylanexedens,NA,NA,NA
microbe-directory,Coprothermobacter proteolyticus,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermodesulfobiaceae,Coprothermobacter,Coprothermobacter proteolyticus,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Nitrosopumilus piranensis,Archaea,Thaumarchaeota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilus,Nitrosopumilus piranensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Nocardioides seonyuensis,Bacteria,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides seonyuensis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Lactobacillus harbinensis,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Schleiferilactobacillus,Lactobacillus harbinensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Sphingobium herbicidovorans,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,Sphingobium herbicidovorans,NA,NA,NA
microbe-directory,Methylacidiphilum fumariolicum,Bacteria,Verrucomicrobia,Verrucomicrobia noname,Methylacidiphilales,Methylacidiphilaceae,Methylacidiphilum,Methylacidiphilum fumariolicum,0,0,NA
microbe-directory,Caminibacter mediatlanticus,Bacteria,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Serratia sp. P2ACOL2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Serratia,Serratia sp. P2ACOL2,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Raoultella electrica,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,Raoultella electrica,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Marinobacter sp. es.042,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,Marinobacter sp. es.042,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Rhodoferax koreense,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax koreense,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Azospirillum sp. M2T2B2,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,Azospirillum sp. M2T2B2,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Delftia tsuruhatensis,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Delftia,Delftia tsuruhatensis,NA,NA,NA
microbe-directory,Candidatus Protochlamydia amoebophila,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Parachlamydiaceae,Candidatus Protochlamydia,Candidatus Protochlamydia amoebophila,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Dehalobacterium formicoaceticum,Bacteria,Firmicutes,Clostridia,Eubacteriales,Peptococcaceae,Dehalobacterium,Dehalobacterium formicoaceticum,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Halomonas sp. JS92-SW72,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Halomonas sp. JS92-SW72,NA,NA,NA
microbe-directory,Acidithiobacillus ferrivorans,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,Acidithiobacillus ferrivorans,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Neokomagataea tanensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Neokomagataea,Neokomagataea tanensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Yersinia canariae,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Yersinia,Yersinia canariae,NA,NA,NA
microbe-directory,Streptococcus macedonicus,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus macedonicus,1,NA,1
gtdb_bac_meta-ncbi_taxonomy,Mycolicibacterium duvalii,Bacteria,Actinobacteria,Actinomycetia,Corynebacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium duvalii,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Shewanella livingstonensis,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella livingstonensis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas sp. TKP,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. TKP,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Paenibacillus guangzhouensis,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus guangzhouensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Entomoplasma luminosum,Bacteria,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmataceae,Entomoplasma,Entomoplasma luminosum,NA,NA,NA
microbe-directory,Leptospira kmetyi,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Leptospiraceae,Leptospira,Leptospira kmetyi,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Acinetobacter larvae,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter larvae,NA,NA,NA
microbe-directory,Azospirillum lipoferum,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Azospirillum,Azospirillum lipoferum,0,0,NA
microbe-directory,Eggerthella lenta,Bacteria,Actinobacteria,Actinobacteria,Coriobacteriales,Coriobacteriaceae,Eggerthella,Eggerthella lenta,1,0,1
gtdb_bac_meta-ssu_silva_taxonomy,Cellulosimicrobium sp. TH-20,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Promicromonosporaceae,Cellulosimicrobium,Cellulosimicrobium sp. TH-20,NA,NA,NA
microbe-directory,Syntrophobacter fumaroxidans,Bacteria,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,Syntrophobacter fumaroxidans,NA,NA,NA
microbe-directory,Avibacterium paragallinarum,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Avibacterium,Avibacterium paragallinarum,1,0,1
gtdb_bac_meta-ssu_silva_taxonomy,Psychrobacter sp. AntiMn-1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. AntiMn-1,NA,NA,NA
microbe-directory,Fibrisoma limi,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Fibrisoma,Fibrisoma limi,NA,NA,NA
microbe-directory,Staphylococcus warneri,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus warneri,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Pseudomonas sp. 09C 129,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. 09C 129,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Parageobacillus thermoglucosidasius,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Parageobacillus,Parageobacillus thermoglucosidasius,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Aquimarina sp. BL5,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. BL5,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Haloarcula taiwanensis,Archaea,Euryarchaeota,Halobacteria,Halobacteriales,Haloarculaceae,Haloarcula,Haloarcula taiwanensis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Bacillus circulans,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Niallia,Bacillus circulans,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Bradyrhizobium icense,Bacteria,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium icense,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Arthrobacter sp. ERGS1:01,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. ERGS1:01,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Candidatus Paracaedibacter acanthamoebae,Bacteria,Proteobacteria,Alphaproteobacteria,Holosporales,Candidatus Paracaedibacteraceae,Candidatus Paracaedibacter,Candidatus Paracaedibacter acanthamoebae,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Synechococcus sp. SynAce01,Bacteria,Cyanobacteria,Cyanobacteriia,Synechococcales,Cyanobiaceae,Cyanobium PCC-6307,Synechococcus sp. SynAce01,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Haloterrigena daqingensis,Archaea,Euryarchaeota,Halobacteria,Natrialbales,Natrialbaceae,Haloterrigena,Haloterrigena daqingensis,NA,NA,NA
microbe-directory,Kocuria rhizophila,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Micrococcaceae,Kocuria,Kocuria rhizophila,1,0,1
gtdb_bac_meta-ssu_silva_taxonomy,Polaribacter sp. Hel1_33_78,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. Hel1_33_78,NA,NA,NA
gtdb_ar_meta-ncbi_taxonomy,Halorubrum trapanicum,Archaea,Euryarchaeota,Halobacteria,Haloferacales,Halorubraceae,Halorubrum,Halorubrum trapanicum,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Polynucleobacter acidiphobus,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter,Polynucleobacter acidiphobus,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Acetobacterium sp. KB-1,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium sp. KB-1,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Denitrobacterium detoxificans,Bacteria,Actinobacteria,Coriobacteriia,Eggerthellales,Eggerthellaceae,Denitrobacterium,Denitrobacterium detoxificans,NA,NA,NA
microbe-directory,Candidatus Hodgkinia cicadicola,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales noname,Candidatus Hodgkinia,Candidatus Hodgkinia cicadicola,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Paraburkholderia megapolitana,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia megapolitana,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Thermocrinis minervae,Bacteria,Aquificae,Aquificae,Aquificales,Aquificaceae,Thermocrinis,Thermocrinis minervae,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Arcobacter ellisii,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter ellisii,NA,NA,NA
gtdb_bac_meta-ssu_gg_taxonomy,Bacillus foraminis,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,foraminis,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Ruegeria sp. AD91A,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria sp. AD91A,,NA,NA,NA
microbe-directory,Providencia stuartii,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Providencia,Providencia stuartii,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Paenibacillus sp. FSL R5-0912,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. FSL R5-0912,NA,NA,NA
microbe-directory,Haemophilus aegyptius,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus aegyptius,0,0,NA
microbe-directory,Citrobacter rodentium,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Citrobacter,Citrobacter rodentium,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Asaia bogorensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Asaia,Asaia bogorensis,NA,NA,NA
gtdb_bac_meta-lsu_silva_23s_taxonomy,Frankia sp. QA3,Bacteria,Actinobacteria,Actinomycetia,Frankiales,Frankiaceae,Frankia,Frankia sp. QA3,NA,NA,NA
microbe-directory,Mycoplasma yeatsii,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma yeatsii,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Rhodanobacter glycinis,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacter,Rhodanobacter glycinis,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,[Polyangium] brachysporum,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,,,[Polyangium] brachysporum,NA,NA,NA
microbe-directory,Rickettsia canadensis,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,Rickettsia canadensis,1,0,1
gtdb_bac_meta-ncbi_taxonomy,Weissella viridescens,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,Weissella viridescens,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Fimbriimonas ginsengisoli,Bacteria,Armatimonadetes,Fimbriimonadia,Fimbriimonadales,Fimbriimonadaceae,Fimbriimonas,Fimbriimonas ginsengisoli,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Neomicrococcus aestuarii,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Micrococcaceae,Neomicrococcus,Neomicrococcus aestuarii,NA,NA,NA
microbe-directory,Rhizobium grahamii,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium grahamii,0,0,NA
gtdb_bac_meta-ssu_silva_taxonomy,Rhizobium sp. CCGE532,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium sp. CCGE532,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Borrelia anserina,Bacteria,Spirochaetes,Spirochaetia,Spirochaetales,Borreliaceae,Borrelia,Borrelia anserina,NA,NA,NA
gtdb_bac_meta-ncbi_taxonomy,Diaphorobacter polyhydroxybutyrativorans,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter polyhydroxybutyrativorans,NA,NA,NA
gtdb_bac_meta-ssu_silva_taxonomy,Polaromonas sp. JS666,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas sp. JS666,NA,NA,NA
